#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab)
1868,Missouri,MO,04,,,Jerry L.,Palmer,"Palmer, Jerry L.",,W,,,,,30,0.01%,,,,,
1869,Missouri,MO,04,,,,,,District Votes:,,"81,702",,,,"235,525",,,,,,
1870,Missouri,MO,05,H4MO05234,(I),"Emanuel, II",Cleaver,"Cleaver, Emanuel, II",,DEM,"38,734",100.00%,,,"136,149",64.25%,,,,,
1871,Missouri,MO,05,,,,,,Party Votes:,DEM,"38,734",,,,,,,,,,
1872,Missouri,MO,05,H6MO05189,,Jacob,Turk,"Turk, Jacob",,REP,"14,186",100.00%,,,"68,456",32.30%,,,,,
1873,Missouri,MO,05,,,,,,Party Votes:,REP,"14,186",,,,,,,,,,
1874,Missouri,MO,05,H6MO05197,,Randall David (Randy),Langkraehr,"Langkraehr, Randall David (Randy)",,LBT,189,100.00%,,,"7,314",3.45%,,,,,
1875,Missouri,MO,05,,,,,,Party Votes:,LBT,189,,,,,,,,,,
1876,Missouri,MO,05,,,,,,District Votes:,,"53,109",,,,"211,919",,,,,,
1877,Missouri,MO,06,H0MO06073,(I),Sam,Graves,"Graves, Sam",,REP,"33,129",100.00%,,,"150,882",61.64%,,,,,
1878,Missouri,MO,06,,,,,,Party Votes:,REP,"33,129",,,,,,,,,,
1879,Missouri,MO,06,H6MO06187,,Sara Jo,Shettles,"Shettles, Sara Jo",,DEM,"29,473",100.00%,,,"87,477",35.73%,,,,,
1880,Missouri,MO,06,,,,,,Party Votes:,DEM,"29,473",,,,,,,,,,
1881,Missouri,MO,06,H2MO06178,,Erik,Buck,"Buck, Erik",,LBT,167,100.00%,,,"4,757",1.94%,,,,,
1882,Missouri,MO,06,,,,,,Party Votes:,LBT,167,,,,,,,,,,
1883,Missouri,MO,06,H6MO06195,,Shirley A. ,Yurkonis,"Yurkonis, Shirley A. ",,PRO,,,,,"1,679",0.69%,,,,,
1884,Missouri,MO,06,,,,,,District Votes:,,"62,769",,,,"244,795",,,,,,
1885,Missouri,MO,07,H6MO07128,(I),Roy,Blunt,"Blunt, Roy",,REP,"47,758",79.93%,,,"160,942",66.75%,,,,,
1886,Missouri,MO,07,H6MO07185,,Clendon L.,Kinder,"Kinder, Clendon L.",,REP,"5,197",8.70%,,,,,,,,,
1887,Missouri,MO,07,H6MO07193,,Midge,Potts,"Potts, Midge",,REP,"4,294",7.19%,,,,,,,,,
1888,Missouri,MO,07,H6MO07077,,"Bernard F., Jr.",Kennetz,"Kennetz, Bernard F., Jr.",,REP,"2,498",4.18%,,,,,,,,,
1889,Missouri,MO,07,,,,,,Party Votes:,REP,"59,747",,,,,,,,,,
1890,Missouri,MO,07,H6MO07169,,Jack,Truman,"Truman, Jack",,DEM,"6,896",45.86%,,,"72,592",30.11%,,,,,
1891,Missouri,MO,07,H0MO07097,,Ron,Lapham,"Lapham, Ron",,DEM,"4,370",29.06%,,,,,,,,,
1892,Missouri,MO,07,H0MO07089,,Charles,Christrup,"Christrup, Charles",,DEM,"3,772",25.08%,,,,,,,,,
1893,Missouri,MO,07,,,,,,Party Votes:,DEM,"15,038",,,,,,,,,,
1894,Missouri,MO,07,H4MO07107,,Kevin,Craig,"Craig, Kevin",,LBT,224,100.00%,,,"7,566",3.14%,,,,,
1895,Missouri,MO,07,,,,,,Party Votes:,LBT,224,,,,,,,,,,
1896,Missouri,MO,07,H4MO07107,,Glenn,Miller,"Miller, Glenn",,W,,,,,23,0.01%,,,,,
1897,Missouri,MO,07,,,,,,District Votes:,,"75,009",,,,"241,123",,,,,,
1898,Missouri,MO,08,H6MO08084,(I),Jo Ann,Emerson,"Emerson, Jo Ann",,REP,"43,527",100.00%,,,"156,164",71.64%,,,,,
1899,Missouri,MO,08,,,,,,Party Votes:,REP,"43,527",,,,,,,,,,
1900,Missouri,MO,08,H6MO08100,,Veronica J.,Hambacker,"Hambacker, Veronica J.",,DEM,"15,279",39.54%,,,"57,557",26.40%,,,,,
1901,Missouri,MO,08,H4MO08071,,Gene,Curtis,"Curtis, Gene",,DEM,"13,305",34.44%,,,,,,,,,
1902,Missouri,MO,08,H2MO08042,,E. Earl,Durnell,"Durnell, E. Earl",,DEM,"10,053",26.02%,,,,,,,,,
1903,Missouri,MO,08,,,,,,Party Votes:,DEM,"38,637",,,,,,,,,,
1904,Missouri,MO,08,H6MO08118,,Branden C.,McCullough,"McCullough, Branden C.",,LBT,155,100.00%,,,"4,268",1.96%,,,,,
1905,Missouri,MO,08,,,,,,Party Votes:,LBT,155,,,,,,,,,,
1906,Missouri,MO,08,,,,,,District Votes:,,"82,319",,,,"217,989",,,,,,
1907,Missouri,MO,09,H4MO09046,(I),Kenny C.,Hulshof,"Hulshof, Kenny C.",,REP,"36,026",100.00%,,,"149,114",61.45%,,,,,
1908,Missouri,MO,09,,,,,,Party Votes:,REP,"36,026",,,,,,,,,,
1909,Missouri,MO,09,H2MO09099,,Duane N.,Burghard,"Burghard, Duane N.",,DEM,"38,426",100.00%,,,"87,145",35.91%,,,,,
1910,Missouri,MO,09,,,,,,Party Votes:,DEM,"38,426",,,,,,,,,,
1911,Missouri,MO,09,H6MO09223,,Steven R.,Hedrick,"Hedrick, Steven R.",,LBT,247,100.00%,,,"3,925",1.62%,,,,,
1912,Missouri,MO,09,,,,,,Party Votes:,LBT,247,,,,,,,,,,
1913,Missouri,MO,09,H6MO09231,,Bill,Hastings,"Hastings, Bill",,PRO,,,,,"2,487",1.02%,,,,,
1914,Missouri,MO,09,,,,,,District Votes:,,"74,699",,,,"242,671",,,,,,
1915,Missouri,MO,H,,,,,,House Votes:,,"604,098",,,,"2,097,322",,,,,,
1916,Montana,MT,S,S6MT00162,,Jon,Tester,"Tester, Jon",,DEM,"65,757",60.77%,,,"199,845",49.16%,,,,,
1917,Montana,MT,S,S6MT00147,,John ,Morrison,"Morrison, John ",,DEM,"38,394",35.48%,,,,,,,,,
1918,Montana,MT,S,S6MT00170,,Paul ,Richards,"Richards, Paul ",,DEM,"1,636",1.51%,,,,,,,,,
1919,Montana,MT,S,S6MT00188,,Robert,Candee,"Candee, Robert",,DEM,"1,471",1.36%,,,,,,,,,
1920,Montana,MT,S,S6MT00196,,Kenneth A.,Marcure,"Marcure, Kenneth A.",,DEM,940,0.87%,,,,,,,,,
1921,Montana,MT,S,,,,,,Party Votes:,DEM,"108,198",,,,,,,,,,
1922,Montana,MT,S,S8MT00119,(I),Conrad,Burns,"Burns, Conrad",,REP,"70,434",72.26%,,,"196,283",48.29%,,,,,
1923,Montana,MT,S,S6MT00204,,Bob,Keenan,"Keenan, Bob",,REP,"21,754",22.32%,,,,,,,,,
1924,Montana,MT,S,S6MT00212,,Bob,Kelleher,"Kelleher, Bob",,REP,"4,082",4.19%,,,,,,,,,
1925,Montana,MT,S,S6MT00220,,Daniel Lloyd,Neste Huffman,"Neste Huffman, Daniel Lloyd",,REP,"1,203",1.23%,,,,,,,,,
1926,Montana,MT,S,,,,,,Party Votes:,REP,"97,473",,,,,,,,,,
1927,Montana,MT,S,S2MT00088,,Stan,Jones,"Jones, Stan",,LBT,,,,,"10,377",2.55%,,,,,
1928,Montana,MT,S,,,,,,Senate Votes:,,"205,671",,,,"406,505",,,,,,
1929,Montana,MT,00,H0MT00033,(I),Denny,Rehberg,"Rehberg, Denny",,REP,"91,836",100.00%,,,"239,124",58.88%,,,,,
1930,Montana,MT,00,,,,,,Party Votes:,REP,"91,836",,,,,,,,,,
1931,Montana,MT,00,H6MT00063,,Monica J.,Lindeen,"Lindeen, Monica J.",,DEM,"66,364",71.09%,,,"158,916",39.13%,,,,,
1932,Montana,MT,00,H6MT00071,,Eric Jon,Gunderson,"Gunderson, Eric Jon",,DEM,"26,990",28.91%,,,,,,,,,
1933,Montana,MT,00,,,,,,Party Votes:,DEM,"93,354",,,,,,,,,,
1934,Montana,MT,00,H8MT01141,,Mike,Fellows,"Fellows, Mike",,LBT,,,,,"8,085",1.99%,,,,,
1935,Montana,MT,00,H8MT01141,,Walter Michael,Wlaysewski,"Wlaysewski, Walter Michael",,W,,,,,9,0.00%,,,,,
1936,Montana,MT,00,,,,,,District Votes:,,"185,190",,,,"406,134",,,,,,
1937,Montana,MT,H,,,,,,House Votes:,,"185,190",,,,"406,134",,,,,,
1938,Nebraska,NE,S,S6NE00095,(I),Ben,Nelson,"Nelson, Ben",,DEM,"91,592",100.00%,,,"378,388",63.88%,,,,,
1939,Nebraska,NE,S,,,,,,Party Votes:,DEM,"91,592",,,,,,,,,,
1940,Nebraska,NE,S,S6NE00095,(I),Ben,Nelson,"Nelson, Ben",,N(DEM),909,100.00%,,,,,,,,,
1941,Nebraska,NE,S,,,,,,Party Votes:,N(DEM),909,,,,,,,,,,
1942,Nebraska,NE,S,S6NE00129,,Pete,Ricketts,"Ricketts, Pete",,REP,"127,795",48.07%,,,"213,928",36.12%,,,,,
1943,Nebraska,NE,S,S6NE00079,,Don,Stenberg,"Stenberg, Don",,REP,"95,101",35.77%,,,,,,,,,
1944,Nebraska,NE,S,H6NE03107,,David J.,Kramer,"Kramer, David J.",,REP,"42,954",16.16%,,,,,,,,,
1945,Nebraska,NE,S,,,,,,Party Votes:,REP,"265,850",,,,,,,,,,
1946,Nebraska,NE,S,S6NE00129,,Pete,Ricketts,"Ricketts, Pete",,N(REP),"1,848",45.03%,,,,,,,,,
1947,Nebraska,NE,S,S6NE00079,,Don,Stenberg,"Stenberg, Don",,N(REP),"1,395",33.99%,,,,,,,,,
1948,Nebraska,NE,S,H6NE03107,,David J.,Kramer,"Kramer, David J.",,N(REP),861,20.98%,,,,,,,,,
1949,Nebraska,NE,S,,,,,,Party Votes:,N(REP),"4,104",,,,,,,,,,
1950,Nebraska,NE,S,,,,,,Senate Votes:,,"362,455",,,,"592,316",,,,,,
1951,Nebraska,NE,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,REP,"78,960",100.00%,,,"121,015",58.36%,,,,,
1952,Nebraska,NE,01,,,,,,Party Votes:,REP,"78,960",,,,,,,,,,
1953,Nebraska,NE,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,N(REP),"2,228",100.00%,,,,,,,,,
1954,Nebraska,NE,01,,,,,,Party Votes:,N(REP),"2,228",,,,,,,,,,
1955,Nebraska,NE,01,H6NE01093,,Maxine B.,Moul,"Moul, Maxine B.",,DEM,"22,818",70.97%,,,"86,360",41.64%,,,,,
1956,Nebraska,NE,01,H6NE01101,,James,Wilson,"Wilson, James",,DEM,"9,332",29.03%,,,,,,,,,
1957,Nebraska,NE,01,,,,,,Party Votes:,DEM,"32,150",,,,,,,,,,
1958,Nebraska,NE,01,H6NE01093,,Maxine B.,Moul,"Moul, Maxine B.",,N(DEM),520,72.63%,,,,,,,,,
1959,Nebraska,NE,01,H6NE01101,,James,Wilson,"Wilson, James",,N(DEM),196,27.37%,,,,,,,,,
1960,Nebraska,NE,01,,,,,,Party Votes:,N(DEM),716,,,,,,,,,,
1961,Nebraska,NE,01,,,,,,District Votes:,,"114,054",,,,"207,375",,,,,,
1962,Nebraska,NE,02,H8NE02139,(I),Lee,Terry,"Terry, Lee",,REP,"52,807",83.64%,,,"99,475",54.66%,,,,,
1963,Nebraska,NE,02,H8NE02204,,Steven,Laird,"Laird, Steven",,REP,"10,329",16.36%,,,,,,,,,
1964,Nebraska,NE,02,,,,,,Party Votes:,REP,"63,136",,,,,,,,,,
1965,Nebraska,NE,02,H8NE02139,(I),Lee,Terry,"Terry, Lee",,N(REP),83,61.94%,,,,,,,,,
1966,Nebraska,NE,02,H8NE02204,,Steven,Laird,"Laird, Steven",,N(REP),51,38.06%,,,,,,,,,
1967,Nebraska,NE,02,,,,,,Party Votes:,N(REP),134,,,,,,,,,,
1968,Nebraska,NE,02,H6NE02117,,Jim,Esch,"Esch, Jim",,DEM,"21,321",100.00%,,,"82,504",45.34%,,,,,
1969,Nebraska,NE,02,,,,,,Party Votes:,DEM,"21,321",,,,,,,,,,
1970,Nebraska,NE,02,H6NE02117,,Jim,Esch,"Esch, Jim",,N(DEM),31,100.00%,,,,,,,,,
1971,Nebraska,NE,02,,,,,,Party Votes:,N(DEM),31,,,,,,,,,,
1972,Nebraska,NE,02,,,,,,District Votes:,,"84,622",,,,"181,979",,,,,,
1973,Nebraska,NE,03,H6NE03115,,Adrian,Smith,"Smith, Adrian",,REP,"42,010",39.59%,,,"113,687",54.99%,,,,,
1974,Nebraska,NE,03,H6NE03107,,John,Hanson,"Hanson, John",,REP,"30,349",28.60%,,,,,,,,,
1975,Nebraska,NE,03,H6NE03123,,Jay,Vavricek,"Vavricek, Jay",,REP,"28,844",27.18%,,,,,,,,,
1976,Nebraska,NE,03,H6NE03099,,David,Harris,"Harris, David",,REP,"2,912",2.74%,,,,,,,,,
1977,Nebraska,NE,03,H6NE03149,,Douglas,Polk,"Polk, Douglas",,REP,"2,001",1.89%,,,,,,,,,
1978,Nebraska,NE,03,,,,,,Party Votes:,REP,"106,116",,,,,,,,,,
1979,Nebraska,NE,03,H6NE03123,,Jay,Vavricek,"Vavricek, Jay",,N(REP),380,48.66%,,,,,,,,,
1980,Nebraska,NE,03,H6NE03115,,Adrian,Smith,"Smith, Adrian",,N(REP),208,26.63%,,,,,,,,,
1981,Nebraska,NE,03,H6NE03107,,John,Hanson,"Hanson, John",,N(REP),152,19.46%,,,,,,,,,
1982,Nebraska,NE,03,H6NE03099,,David,Harris,"Harris, David",,N(REP),22,2.82%,,,,,,,,,
1983,Nebraska,NE,03,H6NE03149,,Douglas,Polk,"Polk, Douglas",,N(REP),19,2.43%,,,,,,,,,
1984,Nebraska,NE,03,,,,,,Party Votes:,N(REP),781,,,,,,,,,,
1985,Nebraska,NE,03,H6NE03131,,Scott,Kleeb,"Kleeb, Scott",,DEM,"23,777",100.00%,,,"93,046",45.01%,,,,,
1986,Nebraska,NE,03,,,,,,Party Votes:,DEM,"23,777",,,,,,,,,,
1987,Nebraska,NE,03,H6NE03131,,Scott,Kleeb,"Kleeb, Scott",,N(DEM),152,100.00%,,,,,,,,,
1988,Nebraska,NE,03,,,,,,Party Votes:,N(DEM),152,,,,,,,,,,
1989,Nebraska,NE,03,,,,,,District Votes:,,"130,826",,,,"206,733",,,,,,
1990,Nebraska,NE,H,,,,,,House Votes:,,"329,502",,,,"596,087",,,,,,
1991,Nevada,NV,S,S8NV00073,(I),John,Ensign,"Ensign, John",,REP,"127,023",90.46%,,,"322,501",55.36%,,,,,
1992,Nevada,NV,S,S6NV00168,,"Edward "Fast Eddie"""dward "Fast""ward",Hamilton,"Hamilton, Edward "Fast Eddie"""amilton, Ed",,REP,"6,649",4.73%,,,,,,,,,
1993,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,REP,"6,754",4.81%,,,,,,,,,
1994,Nevada,NV,S,,,,,,Party Votes:,,"140,426",,,,,,,,,,
1995,Nevada,NV,S,S6NV00150,,Jack,Carter,"Carter, Jack",,DEM,"92,270",78.30%,,,"238,796",40.99%,,,,,
1996,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,DEM,"14,425",12.24%,,,,,,,,,
1997,Nevada,NV,S,S6NV00184,,Ruby Jee,Tun,"Tun, Ruby Jee",,DEM,"11,147",9.46%,,,,,,,,,
1998,Nevada,NV,S,,,,,,Party Votes:,DEM,"117,842",,,,,,,,,,
1999,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,,,,,,"8,232",1.41%,,,,,
2000,Nevada,NV,S,S4NV00221,,David K.,Schumann,"Schumann, David K.",,IAP,,,,,"7,774",1.33%,,,,,15
2001,Nevada,NV,S,S6NV00176,,Brendan,Trainor,"Trainor, Brendan",,LBT,,,,,"5,269",0.90%,,,,,15
2002,Nevada,NV,S,,,,,,Senate Votes:,,"258,268",,,,"582,572",,,,,,
2003,Nevada,NV,01,H8NV01071,(I),Shelley,Berkley,"Berkley, Shelley",,DEM,"29,655",90.08%,,,"85,025",64.84%,,,,,
2004,Nevada,NV,01,H6NV01174,,"Asimo Sondra "Silver"""simo So",Lawlor,"Lawlor, Asimo Sondra "Silver"""awlor, ",,DEM,"3,267",9.92%,,,,,,,,,
2005,Nevada,NV,01,,,,,,Party Votes:,DEM,"32,922",,,,,,,,,,
2006,Nevada,NV,01,H6NV01158,,Kenneth,Wegner,"Wegner, Kenneth",,REP,"10,615",51.24%,,,"40,917",31.20%,,,,,
2007,Nevada,NV,01,H4NV01112,,Russ,Mickelson,"Mickelson, Russ",,REP,"7,907",38.17%,,,,,,,,,
2008,Nevada,NV,01,H6NV01182,,Michael Ace,Monroe,"Monroe, Michael Ace",,REP,"2,193",10.59%,,,,,,,,,
2009,Nevada,NV,01,,,,,,Party Votes:,REP,"20,715",,,,,,,,,,
2010,Nevada,NV,01,H4NV01138,,Jim,Duensing,"Duensing, Jim",,LBT,*,,,,"2,843",2.17%,,,,,15
2011,Nevada,NV,01,H6NV01166,,Darnell,Roberts,"Roberts, Darnell",,IAP,*,,,,"2,339",1.78%,,,,,15
2012,Nevada,NV,01,,,,,,District Votes:,,"53,637",,,,"131,124",,,,,,
2013,Nevada,NV,02,H6NV02164,,Dean,Heller,"Heller, Dean",,REP,"24,770",35.90%,,,"117,168",50.35%,,,,,
2014,Nevada,NV,02,H6NV02172,,Sharron E.,Angle,"Angle, Sharron E.",,REP,"24,349",35.29%,,,,,,,,,
2015,Nevada,NV,02,H6NV02156,,Dawn,Gibbons,"Gibbons, Dawn",,REP,"17,317",25.10%,,,,,,,,,
2016,Nevada,NV,02,H6NV02222,,Glenn,Thomas,"Thomas, Glenn",,REP,"1,835",2.66%,,,,,,,,,
2017,Nevada,NV,02,H6NV02214,,Richard,Gilster,"Gilster, Richard",,REP,721,1.05%,,,,,,,,,
2018,Nevada,NV,02,,,,,,Party Votes:,REP,"68,992",,,,,,,,,,
2019,Nevada,NV,02,H6NV02180,,Jill,Derby,"Derby, Jill",,DEM,Unopposed,,,,"104,593",44.94%,,,,,
2020,Nevada,NV,02,H6NV02230,,Daniel,Rosen,"Rosen, Daniel",,IND,*,,,,"5,524",2.37%,,,,,
2021,Nevada,NV,02,H6NV02206,,James C.,Kroshus,"Kroshus, James C.",,IAP,*,,,,"5,439",2.34%,,,,,15
2022,Nevada,NV,02,H6NV02198,,Scott,Babb,"Babb, Scott",,LBT,*,,,,,,,,,,15
2023,Nevada,NV,02,,,,,,District Votes:,,"68,992",,,,"232,724",,,,,,
2024,Nevada,NV,03,H0NV01078,(I),Jon,Porter,"Porter, Jon",,REP,Unopposed,,,,"102,232",48.46%,,,,,
2025,Nevada,NV,03,H6NV03022,,Tessa M.,Hafen,"Hafen, Tessa M.",,DEM,"22,118",57.57%,,,"98,261",46.57%,,,,,
2026,Nevada,NV,03,H6NV03014,,Barry,Michaels,"Michaels, Barry",,DEM,"6,005",15.63%,,,,,,,,,
2027,Nevada,NV,03,H6NV03030,,Anna,Nevenic,"Nevenic, Anna",,DEM,"4,832",12.58%,,,,,,,,,
2028,Nevada,NV,03,H2NV03047,,Mark,Budetich,"Budetich, Mark",,DEM,"3,885",10.11%,,,,,,,,,
2029,Nevada,NV,03,H6NV03055,,Freddie L.,Warman,"Warman, Freddie L.",,DEM,"1,578",4.11%,,,,,,,,,
2030,Nevada,NV,03,,,,,,Party Votes:,DEM,"38,418",,,,,,,,,,
2031,Nevada,NV,03,H6NV03048,,Joshua,Hansen,"Hansen, Joshua",,IAP,*,,,,"5,329",2.53%,,,,,15
2032,Nevada,NV,03,H4NV03076,,Joseph P.,Silvestri,"Silvestri, Joseph P.",,LBT,*,,,,"5,157",2.44%,,,,,15
2033,Nevada,NV,03,,,,,,District Votes:,,"38,418",,,,"210,979",,,,,,
2034,Nevada,NV,H,,,,,,House Votes:,,"161,047",,,,"574,827",,,,,,
2035,New Hampshire,NH,01,H6NH01230,,Carol,Shea-Porter,"Shea-Porter, Carol",,DEM,"12,497",53.98%,,,"100,691",51.27%,,,,,
2036,New Hampshire,NH,01,H6NH01248,,""Jim"""Jim"""",Craig,"Craig, "Jim"""raig",,DEM,"7,944",34.32%,,,,,,,,,
2037,New Hampshire,NH,01,H6NH01222,,Gary,Dodds,"Dodds, Gary",,DEM,"1,125",4.86%,,,,,,,,,
2038,New Hampshire,NH,01,H6NH01214,,Peter M.,Sullivan,"Sullivan, Peter M.",,DEM,"1,021",4.41%,,,,,,,,,
2039,New Hampshire,NH,01,H6NH01255,,""Dave"""Dave"""",Jarvis,"Jarvis, "Dave"""arvis",,DEM,422,1.82%,,,,,,,,,
2040,New Hampshire,NH,01,H2NH01130,(I),Jeb,Bradley,"Bradley, Jeb",,W(DEM),80,0.35%,,,,,,,,,
2041,New Hampshire,NH,01,,,,Scattered,Scattered,,W(DEM),57,0.25%,,,,,,,,,
2042,New Hampshire,NH,01,H6NH01263,,Michael,Callis,"Callis, Michael",,W(DEM),4,0.02%,,,,,,,,,
2043,New Hampshire,NH,01,,,,,,Party Votes:,DEM,"23,150",,,,,,,,,,
2044,New Hampshire,NH,01,H2NH01130,(I),Jeb,Bradley,"Bradley, Jeb",,REP,"20,329",85.87%,,,"95,527",48.64%,,,,,
2045,New Hampshire,NH,01,H6NH01263,,Michael,Callis,"Callis, Michael",,REP,"3,128",13.21%,,,,,,,,,
2046,New Hampshire,NH,01,H6NH01230,,Carol,Shea-Porter,"Shea-Porter, Carol",,W(REP),74,0.31%,,,,,,,,,
2047,New Hampshire,NH,01,H6NH01248,,""Jim"""Jim"""",Craig,"Craig, "Jim"""raig",,W(REP),72,0.30%,,,,,,,,,
2048,New Hampshire,NH,01,,,,Scattered,Scattered,,W(REP),58,0.25%,,,,,,,,,
2049,New Hampshire,NH,01,H6NH01222,,Gary,Dodds,"Dodds, Gary",,W(REP),10,0.04%,,,,,,,,,
2050,New Hampshire,NH,01,H6NH01255,,""Dave"""Dave"""",Jarvis,"Jarvis, "Dave"""arvis",,W(REP),1,0.00%,,,,,,,,,
2051,New Hampshire,NH,01,H6NH01214,,Peter M.,Sullivan,"Sullivan, Peter M.",,W(REP),1,0.00%,,,,,,,,,
2052,New Hampshire,NH,01,,,,,,Party Votes:,REP,"23,673",,,,,,,,,,
2053,New Hampshire,NH,01,,,,Scattered,Scattered,,W,,,,,159,0.08%,,,,,
2054,New Hampshire,NH,01,,,,,,District Votes:,,"46,823",,,,"196,377",,,,,,
2055,New Hampshire,NH,02,H4NH02175,,Paul W.,Hodes,"Hodes, Paul W.",,DEM,"18,002",98.49%,,,"108,743",52.71%,,,,,
2056,New Hampshire,NH,02,,,,Scattered,Scattered,,W(DEM),134,0.73%,,,,,,,,,
2057,New Hampshire,NH,02,H0NH02017,(I),Charles,Bass,"Bass, Charles",,W(DEM),111,0.61%,,,,,,,,,
2058,New Hampshire,NH,02,H6NH02139,,Robert A.,Danderson,"Danderson, Robert A.",,W(DEM),25,0.14%,,,,,,,,,
2059,New Hampshire,NH,02,H6NH02154,,Mary,Maxwell,"Maxwell, Mary",,W(DEM),6,0.03%,,,,,,,,,
2060,New Hampshire,NH,02,,,,,,Party Votes:,DEM,"18,278",,,,,,,,,,
2061,New Hampshire,NH,02,H0NH02017,(I),Charles,Bass,"Bass, Charles",,REP,"18,068",75.27%,,,"94,088",45.61%,,,,,
2062,New Hampshire,NH,02,H6NH02139,,Robert A.,Danderson,"Danderson, Robert A.",,REP,"3,239",13.49%,,,,,,,,,
2063,New Hampshire,NH,02,H6NH02154,,Mary,Maxwell,"Maxwell, Mary",,REP,"2,557",10.65%,,,,,,,,,
2064,New Hampshire,NH,02,,,,Scattered,Scattered,,W(REP),93,0.39%,,,,,,,,,
2065,New Hampshire,NH,02,H4NH02175,,Paul W.,Hodes,"Hodes, Paul W.",,W(REP),46,0.19%,,,,,,,,,
2066,New Hampshire,NH,02,,,,,,Party Votes:,REP,"24,003",,,,,,,,,,
2067,New Hampshire,NH,02,H4NH02167,,""Ken"""Ken"""",Blevens,"Blevens, "Ken"""leve",,LBT,,,,,"3,305",1.60%,,,,,15
2068,New Hampshire,NH,02,,,,Scattered,Scattered,,W,,,,,156,0.08%,,,,,
2069,New Hampshire,NH,02,,,,,,District Votes:,,"42,281",,,,"206,292",,,,,,
2070,New Hampshire,NH,H,,,,,,House Votes:,,"89,104",,,,"402,669",,,,,,15
2071,New Jersey,NJ,S,S6NJ00289,(I),Robert,Menendez,"Menendez, Robert",,DEM,"159,604",84.03%,,,"1,200,843",53.37%,,,,,
2072,New Jersey,NJ,S,S6NJ00297,,"James D., Jr.",Kelly,"Kelly, James D., Jr.",,DEM,"30,340",15.97%,,,,,,,,,
2073,New Jersey,NJ,S,,,,,,Party Votes:,DEM,"189,944",,,,,,,,,,
2074,New Jersey,NJ,S,S6NJ00271,,Thomas H. Jr.,Kean,"Kean, Thomas H. Jr.",,REP,"129,794",75.63%,,,"997,775",44.34%,,,,,
2075,New Jersey,NJ,S,S6NJ00305,,John P.,Ginty,"Ginty, John P.",,REP,"41,828",24.37%,,,,,,,,,
2076,New Jersey,NJ,S,,,,,,Party Votes:,REP,"171,622",,,,,,,,,,
2077,New Jersey,NJ,S,S6NJ00321,,Len,Flynn,"Flynn, Len",,LBT,,,,,"14,637",0.65%,,,,,
2078,New Jersey,NJ,S,S65NJ00339,,Edward,Forchion,"Forchion, Edward",,LMP,,,,,"11,593",0.52%,,,,,
2079,New Jersey,NJ,S,S8NJ00145,,J.M.,Carter,"Carter, J.M.",,GWT,,,,,"7,918",0.35%,,,,,
2080,New Jersey,NJ,S,S6NJ00313,,Daryl Mikell,Brooks,"Brooks, Daryl Mikell",,PPC,,,,,"5,138",0.23%,,,,,
2081,New Jersey,NJ,S,S6NJ00081,,N. Leonard,Smith,"Smith, N. Leonard",,SDF,,,,,"6,243",0.28%,,,,,
2082,New Jersey,NJ,S,S0NJ00100,,Gregory ,Pason,"Pason, Gregory ",,SUS,,,,,"2,490",0.11%,,,,,
2083,New Jersey,NJ,S,S6NJ00347,,Angela L. ,Lariscy,"Lariscy, Angela L. ",,SWP,,,,,"3,433",0.15%,,,,,
2084,New Jersey,NJ,S,,,,,,Senate Votes:,,"361,566",,,,"2,250,070",,,,,,
2085,New Jersey,NJ,01,H0NJ01066,(I),Robert E.,Andrews,"Andrews, Robert E.",,DEM,"18,418",100.00%,,,"140,110",100.00%,,,,,
2086,New Jersey,NJ,01,,,,,,Party Votes:,DEM,"18,418",,,,,,,,,,
2087,New Jersey,NJ,01,,,,,,District Votes:,,"18,418",,,,"140,110",,,,,,
2088,New Jersey,NJ,02,H2NJ02037,(I),Frank A.,LoBiondo,"LoBiondo, Frank A.",,REP,"14,440",100.00%,,,"111,245",61.61%,,,,,
2089,New Jersey,NJ,02,,,,,,Party Votes:,REP,"14,440",,,,,,,,,,
2090,New Jersey,NJ,02,H6NJ02145,,Viola,Thomas-Hughes,"Thomas-Hughes, Viola",,DEM,"8,268",82.92%,,,"64,279",35.60%,,,,,
2091,New Jersey,NJ,02,H6NJ02137,,Henry David,Marcus,"Marcus, Henry David",,DEM,"1,703",17.08%,,,,,,,,,
2092,New Jersey,NJ,02,,,,,,Party Votes:,DEM,"9,971",,,,,,,,,,
2093,New Jersey,NJ,02,H6NJ02178,,Robert E. ,Mullock,"Mullock, Robert E. ",,PGS,,,,,"3,071",1.70%,,,,,
2094,New Jersey,NJ,02,H6NJ02160,,Lynn,Merle,"Merle, Lynn",,AND,,,,,992,0.55%,,,,,
