1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
1331,MD,Maryland,6,n/a,,,,,Party Votes:,R,"28,651",,,,,,,,,,,
1332,MD,Maryland,6,H2MD05510 ,,George,Gluck,"Gluck, George",,GRE,*,,,,"3,762",1.97%,,,,,,"*  The Green Party held a party-organized primary on May 31, 2014.  The nominees are noted with an asterisk."
1333,MD,Maryland,6,n/a,,,Scattered,Scattered ,,W,,,,,140,0.07%,,,,,,
1334,MD,Maryland,6,n/a,,,,,District Votes:,,"61,940",,,,"190,536",,,,,,,
1335,MD,Maryland,,n/a,,,,,,,,,,,,,,,,,,
1336,MD,Maryland,7,H6MD07160,(I),Elijah,Cummings,"Cummings, Elijah",,D,"69,790",90.59%,,,"144,639",69.94%,,,,,W,
1337,MD,Maryland,7,H4MD07082,,Bryant,Alexander,"Alexander, Bryant",,D,"4,786",6.21%,,,,,,,,,,
1338,MD,Maryland,7,H0MD07098,,"Fred Donald, Jr. ",Dickson,"Dickson, Fred Donald, Jr. ",,D,"2,460",3.19%,,,,,,,,,,
1339,MD,Maryland,7,n/a,,,,,Party Votes:,D,"77,036",,,,,,,,,,,
1340,MD,Maryland,7,H4MD07074,,Carrogan R. ,Vaughn,"Vaughn, Carrogan R. ",,R,"6,293",54.78%,,,"55,860",27.01%,,,,,,
1341,MD,Maryland,7,H8MD07042,,Ray,Bly,"Bly, Ray",,R,"5,195",45.22%,,,,,,,,,,
1342,MD,Maryland,7,n/a,,,,,Party Votes:,R,"11,488",,,,,,,,,,,
1343,MD,Maryland,7,H2MD04299,,Scott,Soffen,"Soffen, Scott",,LIB,*,,,,"6,103",2.95%,,,,,,"*  The Libertarian Party held conventions on November 9, 2013, and April 5, 2014.  The nominees are noted with an asterisk."
1344,MD,Maryland,7,n/a,,,Scattered,Scattered ,,W,,,,,207,0.10%,,,,,,
1345,MD,Maryland,7,n/a,,,,,District Votes:,,"88,524",,,,"206,809",,,,,,,
1346,MD,Maryland,,n/a,,,,,,,,,,,,,,,,,,
1347,MD,Maryland,8,H2MD08126,(I),Chris ,Van Hollen,"Van Hollen, Chris ",,D,"60,556",91.28%,,,"136,722",60.74%,,,,,W,
1348,MD,Maryland,8,H6MD08333,,George,English,"English, George",,D,"3,834",5.78%,,,,,,,,,,
1349,MD,Maryland,8,H6MD08366,,Lih,Young,"Young, Lih",,D/W,"1,950",2.94%,,,16,0.01%,,,,,,
1350,MD,Maryland,8,n/a,,,,,Party Votes:,D,"66,340",,,,,,,,,,,
1351,MD,Maryland,8,H2MD06138,,Dave,Wallace,"Wallace, Dave",,R,"22,648",100.00%,,,"87,859",39.03%,,,,,,
1352,MD,Maryland,8,n/a,,,,,Party Votes:,R,"22,648",,,,,,,,,,,
1353,MD,Maryland,8,H4MD08205,,Andrew Jaye,Wildman,"Wildman, Andrew Jaye",,W,,,,,102,0.05%,,,,,,
1354,MD,Maryland,8,n/a,,,Scattered,Scattered ,,W,,,,,398,0.18%,,,,,,
1355,MD,Maryland,8,n/a,,,,,District Votes:,,"88,988",,,,"225,097",,,,,,,
1356,MD,Maryland,H,n/a,,,,,Total State Votes:,,"638,618",,,,"1,703,037",,,,,,,
1357,,,,n/a,,,,,,,,,,,,,,,,,,
1358,MA,Massachusetts,1,H8MA02041,(I),Richard E.,Neal,"Neal, Richard E.",,D,"43,225",99.07%,,,"167,612",97.96%,,,,,W,
1359,MA,Massachusetts,1,n/a,,,All Others,All Others,,W(D),406,0.93%,,,,,,,,,,
1360,MA,Massachusetts,1,n/a,,,,,Party Votes:,D,"43,631",,,,,,,,,,,
1361,MA,Massachusetts,1,n/a,,,,All Others,,W,,,,,"3,498",2.04%,,,,,,
1362,MA,Massachusetts,1,n/a,,,,,District Votes:,,"43,631",,,,"171,110",,,,,,,
1363,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1364,MA,Massachusetts,2,H4MA03022,(I),James P.,McGovern,"McGovern, James P.",,D,"39,852",99.28%,,,"169,640",98.20%,,,,,W,
1365,MA,Massachusetts,2,n/a,,,All Others,All Others,,W(D),288,0.72%,,,,,,,,,,
1366,MA,Massachusetts,2,n/a,,,,,Party Votes:,D,"40,140",,,,,,,,,,,
1367,MA,Massachusetts,2,n/a,,,,All Others,,W,,,,,"3,105",1.80%,,,,,,
1368,MA,Massachusetts,2,n/a,,,,,District Votes:,,"40,140",,,,"172,745",,,,,,,
1369,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1370,MA,Massachusetts,3,H8MA05143,(I),Nicola S.,Tsongas,"Tsongas, Nicola S.",,D,"39,152",98.98%,,,"139,104",62.96%,,,,,W,
1371,MA,Massachusetts,3,n/a,,,,All Others,,W(D),402,1.02%,,,,,,,,,,
1372,MA,Massachusetts,3,n/a,,,,,Party Votes:,D,"39,554",,,,,,,,,,,
1373,MA,Massachusetts,3,H4MA03097,,Roseann L. Ehrhard ,Wofford,"Wofford, Roseann L. Ehrhard ",,R,"12,731",99.34%,,,"81,638",36.95%,,,,,,
1374,MA,Massachusetts,3,n/a,,,All Others,All Others,,W(R),85,0.66%,,,,,,,,,,
1375,MA,Massachusetts,3,n/a,,,,,Party Votes:,R,"12,816",,,,,,,,,,,
1376,MA,Massachusetts,3,n/a,,,,All Others,,W,,,,,204,0.09%,,,,,,
1377,MA,Massachusetts,3,n/a,,,,,District Votes:,,"52,370",,,,"220,946",,,,,,,
1378,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1379,MA,Massachusetts,4,H2MA04073,(I),"Joseph P., III",Kennedy,"Kennedy, Joseph P., III",,D,"44,606",99.21%,,,"184,158",97.91%,,,,,W,
1380,MA,Massachusetts,4,n/a,,,All Others,All Others,,W(D),357,0.79%,,,,,,,,,,
1381,MA,Massachusetts,4,n/a,,,,,Party Votes:,D,"44,963",,,,,,,,,,,
1382,MA,Massachusetts,4,n/a,,,,All Others,,W,,,,,"3,940",2.09%,,,,,,
1383,MA,Massachusetts,4,n/a,,,,,District Votes:,,"44,963",,,,"188,098",,,,,,,
1384,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1385,MA,Massachusetts,5,H4MA05084,(I),Katherine M.,Clark,"Clark, Katherine M.",,D,"57,014",81.19%,,,"182,100",98.29%,,,,,W,
1386,MA,Massachusetts,5,H4MA05175,,Sheldon,Schwartz,"Schwartz, Sheldon",,D,"13,070",18.61%,,,,,,,,,,
1387,MA,Massachusetts,5,n/a,,,All Others,All Others,,W(D),140,0.20%,,,,,,,,,,
1388,MA,Massachusetts,5,n/a,,,,,Party Votes:,D,"70,224",,,,,,,,,,,
1389,MA,Massachusetts,5,n/a,,,,All Others,,W,,,,,"3,159",1.71%,,,,,,
1390,MA,Massachusetts,5,H4MA05167,,William F.,Wilt,"Wilt, William F.",,W,,,,,1,0.00%,,,,,,
1391,MA,Massachusetts,5,n/a,,,,,District Votes:,,"70,224",,,,"185,260",,,,,,,
1392,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1393,MA,Massachusetts,6,H4MA06090,,Seth W.,Moulton,"Moulton, Seth W.",,D,"36,575",50.77%,,,"149,638",54.97%,,,,,W,
1394,MA,Massachusetts,6,H4MA06033,(I),John F.,Tierney,"Tierney, John F.",,D,"28,915",40.14%,,,,,,,,,,
1395,MA,Massachusetts,6,H4MA06108,,Marisa A. ,DeFranco,"DeFranco, Marisa A. ",,D,"4,293",5.96%,,,,,,,,,,
1396,MA,Massachusetts,6,H4MA06116,,John Patrick,Devine,"Devine, John Patrick",,D,"1,527",2.12%,,,,,,,,,,
1397,MA,Massachusetts,6,H6MA06087,,John J.,Gutta,"Gutta, John J.",,D,691,0.96%,,,,,,,,,,
1398,MA,Massachusetts,6,n/a,,,All Others,All Others,,W(D),36,0.05%,,,,,,,,,,
1399,MA,Massachusetts,6,n/a,,,,,Party Votes:,D,"72,037",,,,,,,,,,,
1400,MA,Massachusetts,6,H2MA00014,,Richard R.,Tisei,"Tisei, Richard R.",,R,"18,227",99.22%,,,"111,989",41.14%,,,,,,
1401,MA,Massachusetts,6,n/a,,,All Others,All Others,,W(R),143,0.78%,,,,,,,,,,
1402,MA,Massachusetts,6,n/a,,,,,Party Votes:,R,"18,370",,,,,,,,,,,
1403,MA,Massachusetts,6,H4MA06124 ,,Christopher J. ,Stockwell,"Stockwell, Christopher J. ",,IND,,,,,"10,373",3.81%,,,,,,
1404,MA,Massachusetts,6,n/a,,,,All Others,,W,,,,,219,0.08%,,,,,,
1405,MA,Massachusetts,6,n/a,,,,,District Votes:,,"90,407",,,,"272,219",,,,,,,
1406,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1407,MA,Massachusetts,7,H8MA08071,(I),Michael E.,Capuano,"Capuano, Michael E.",,D,"45,292",98.74%,,,"142,133",98.33%,,,,,W,
1408,MA,Massachusetts,7,n/a,,,All Others,All Others,,W(D),578,1.26%,,,,,,,,,,
1409,MA,Massachusetts,7,n/a,,,,,Party Votes:,D,"45,870",,,,,,,,,,,
1410,MA,Massachusetts,7,n/a,,,,All Others,,W,,,,,"2,413",1.67%,,,,,,
1411,MA,Massachusetts,7,n/a,,,,,District Votes:,,"45,870",,,,"144,546",,,,,,,
1412,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1413,MA,Massachusetts,8,H2MA09072,(I),Stephen F. ,Lynch,"Lynch, Stephen F. ",,D,"51,077",99.03%,,,"200,644",98.67%,,,,,W,
1414,MA,Massachusetts,8,n/a,,,All Others,All Others,,W(D),499,0.97%,,,,,,,,,,
1415,MA,Massachusetts,8,n/a,,,,,Party Votes:,D,"51,576",,,,,,,,,,,
1416,MA,Massachusetts,8,n/a,,,,All Others,,W,,,,,"2,707",1.33%,,,,,,
1417,MA,Massachusetts,8,n/a,,,,,District Votes:,,"51,576",,,,"203,351",,,,,,,
1418,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1419,MA,Massachusetts,9,H0MA10082,(I),William Richard ,Keating,"Keating, William Richard ",,D,"42,716",99.20%,,,"140,413",54.95%,,,,,W,
1420,MA,Massachusetts,9,n/a,,,All Others,All Others,,W(D),345,0.80%,,,,,,,,,,
1421,MA,Massachusetts,9,n/a,,,,,Party Votes:,D,"43,061",,,,,,,,,,,
1422,MA,Massachusetts,9,H4MA09078,,John C.,Chapman,"Chapman, John C.",,R,"9,567",32.35%,,,"114,971",44.99%,,,,,,
1423,MA,Massachusetts,9,H4MA09052,,Mark C.,Alliegro,"Alliegro, Mark C.",,R,"9,049",30.60%,,,,,,,,,,
1424,MA,Massachusetts,9,H4MA09086,,Daniel L.,Shores,"Shores, Daniel L.",,R,"6,973",23.58%,,,,,,,,,,
1425,MA,Massachusetts,9,H4MA09060,,"Vincent A., Jr.",Cogliano,"Cogliano, Vincent A., Jr.",,R,"3,917",13.24%,,,,,,,,,,
1426,MA,Massachusetts,9,n/a,,,All Others,All Others,,W(R),69,0.23%,,,,,,,,,,
1427,MA,Massachusetts,9,n/a,,,,,Party Votes:,R,"29,575",,,,,,,,,,,
1428,MA,Massachusetts,9,n/a,,,,All Others,,W,,,,,157,0.06%,,,,,,
1429,MA,Massachusetts,9,n/a,,,,,,,,,,,,,,,,,,
1430,MA,Massachusetts,9,n/a,,,,,District Votes:,,"72,636",,,,"255,541",,,,,,,
1431,MA,Massachusetts,H,n/a,,,,,Total State Votes:,,"511,817",,,,"1,813,816",,,,,,,
1432,MA,Massachusetts,,n/a,,,,,,,,,,,,,,,,,,
1433,,,,n/a,,,,,,,,,,,,,,,,,,
1434,MI,Michigan,1,H0MI01088,(I),Dan,Benishek,"Benishek, Dan",,R,"49,540",69.74%,,,"130,414",52.14%,,,,,W,
1435,MI,Michigan,1,H4MI01122 ,,Alan ,Arcand,"Arcand, Alan ",,R,"21,497",30.26%,,,,,,,,,,
1436,MI,Michigan,1,n/a,,,,,Party Votes:,R,"71,037",,,,,,,,,,,
1437,MI,Michigan,1,H4MI01114,,Jerry,Cannon,"Cannon, Jerry",,D,"31,104",100.00%,,,"113,263",45.28%,,,,,,
1438,MI,Michigan,1,n/a,,,,,Party Votes:,D,"31,104",,,,,,,,,,,
1439,MI,Michigan,1,H4MI01148,,Loel Robert,Gnadt,"Gnadt, Loel Robert",,LIB,*,,,,"3,823",1.53%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1440,MI,Michigan,1,H0MI01187,,Ellis,Boal,"Boal, Ellis",,GRE,*,,,,"2,631",1.05%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1441,MI,Michigan,1,n/a,,,,,District Votes:,,"102,141",,,,"250,131",,,,,,,
1442,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1443,MI,Michigan,2,H0MI02094,(I),Bill,Huizenga,"Huizenga, Bill",,R,"54,416",100.00%,,,"135,568",63.63%,,,,,W,
1444,MI,Michigan,2,n/a,,,,,Party Votes:,R,"54,416",,,,,,,,,,,
1445,MI,Michigan,2,H4MI02104 ,,Dean,Vanderstelt,"Vanderstelt, Dean",,D,"19,957",100.00%,,,"70,851",33.25%,,,,,,
1446,MI,Michigan,2,n/a,,,,,Party Votes:,D,"19,957",,,,,,,,,,,
1447,MI,Michigan,2,H4MI02112 ,,"Ronald, II",Welch,"Welch, Ronald, II",,LIB,*,,,,"3,877",1.82%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1448,MI,Michigan,2,H0MI02086,,Ronald E.,Graeser,"Graeser, Ronald E.",,UST,*,,,,"2,776",1.30%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1449,MI,Michigan,2,n/a,,,,,District Votes:,,"74,373",,,,"213,072",,,,,,,
1450,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1451,MI,Michigan,3,H0MI03126,(I),Justin,Amash,"Amash, Justin",,R,"39,706",57.44%,,,"125,754",57.91%,,,,,W,
1452,MI,Michigan,3,H4MI03219 ,,Brian,Ellis,"Ellis, Brian",,R,"29,422",42.56%,,,,,,,,,,
1453,MI,Michigan,3,n/a,,,,,Party Votes:,R,"69,128",,,,,,,,,,,
1454,MI,Michigan,3,H4MI03227 ,,Bob,Goodrich,"Goodrich, Bob",,D,"20,378",100.00%,,,"84,720",39.01%,,,,,,
1455,MI,Michigan,3,n/a,,,,,Party Votes:,D,"20,378",,,,,,,,,,,
1456,MI,Michigan,3,H4MI03235 ,,Tonya,Duncan,"Duncan, Tonya",,GRE,*,,,,"6,691",3.08%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1457,MI,Michigan,3,n/a,,,,,District Votes:,,"89,506",,,,"217,165",,,,,,,
1458,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1459,MI,Michigan,4,H4MI04126,,John,Moolenaar,"Moolenaar, John",,R,"34,399",52.40%,,,"123,962",56.49%,,,,,W,
1460,MI,Michigan,4,H4MI04118 ,,Paul,Mitchell,"Mitchell, Paul",,R,"23,844",36.32%,,,,,,,,,,
1461,MI,Michigan,4,H4MI04100,,Peter,Konetchy,"Konetchy, Peter",,R,"7,408",11.28%,,,,,,,,,,
1462,MI,Michigan,4,n/a,,,,,Party Votes:,R,"65,651",,,,,,,,,,,
1463,MI,Michigan,4,H4MI04134,,Jeff,Holmes,"Holmes, Jeff",,D,"23,496",100.00%,,,"85,777",39.09%,,,,,,
1464,MI,Michigan,4,n/a,,,,,Party Votes:,D,"23,496",,,,,,,,,,,
1465,MI,Michigan,4,H4MI04142,,George M.,Zimmer,"Zimmer, George M.",,UST,*,,,,"4,990",2.27%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1466,MI,Michigan,4,H4MI08093,,Will Tyler,White,"White, Will Tyler",,LIB,*,,,,"4,694",2.14%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1467,MI,Michigan,4,n/a,,,,,District Votes:,,"89,147",,,,"219,423",,,,,,,
1468,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1469,MI,Michigan,5,H2MI05119 ,(I),Daniel T.,Kildee,"Kildee, Daniel T.",,D,"46,065",100.00%,,,"148,182",66.71%,,,,,W,
1470,MI,Michigan,5,n/a,,,,,Party Votes:,D,"46,065",,,,,,,,,,,
1471,MI,Michigan,5,H4MI05123 ,,Allen,Hardwick,"Hardwick, Allen",,R,"13,557",51.32%,,,"69,222",31.16%,,,,,,
1472,MI,Michigan,5,H4MI05131,,Tom,Whitmire,"Whitmire, Tom",,R,"12,859",48.68%,,,,,,,,,,
1473,MI,Michigan,5,n/a,,,,,Party Votes:,R,"26,416",,,,,,,,,,,
1474,MI,Michigan,5,H4MI05156,,Harold H.,Jones,"Jones, Harold H.",,LIB,*,,,,"4,734",2.13%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1475,MI,Michigan,5,n/a,,,,,District Votes:,,"72,481",,,,"222,138",,,,,,,
1476,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1477,MI,Michigan,6,H6MI04113,(I),Fred,Upton,"Upton, Fred",,R,"37,731",71.17%,,,"116,801",55.89%,,,,,W,
1478,MI,Michigan,6,H4MI06113 ,,Jim,Bussler,"Bussler, Jim",,R,"15,283",28.83%,,,,,,,,,,
1479,MI,Michigan,6,n/a,,,,,Party Votes:,R,"53,014",,,,,,,,,,,
1480,MI,Michigan,6,H4MI06105,,Paul,Clements,"Clements, Paul",,D,"19,894",100.00%,,,"84,391",40.38%,,,,,,
1481,MI,Michigan,6,n/a,,,,,Party Votes:,D,"19,894",,,,,,,,,,,
1482,MI,Michigan,6,H4MI06139,,John M. ,Lawrence,"Lawrence, John M. ",,GRE,*,,,,"2,254",1.08%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1483,MI,Michigan,6,H4MI06121,,Erwin J.,Hass,"Hass, Erwin J.",,LIB,*,,,,"5,530",2.65%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1484,MI,Michigan,6,n/a,,,,,District Votes:,,"72,908",,,,"208,976",,,,,,,
1485,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1486,MI,Michigan,7,H4MI07103,(I),Tim,Walberg,"Walberg, Tim",,R,"38,046",79.30%,,,"119,564",53.45%,,,,,W,
1487,MI,Michigan,7,H4MI07194,,Douglas Radcliffe,North,"North, Douglas Radcliffe",,R,"9,934",20.70%,,,,,,,,,,
1488,MI,Michigan,7,n/a,,,,,Party Votes:,R,"47,980",,,,,,,,,,,
1489,MI,Michigan,7,H4MI07178,,Pam,Byrnes,"Byrnes, Pam",,D,"25,048",100.00%,,,"92,083",41.17%,,,,,,
1490,MI,Michigan,7,n/a,,,,,Party Votes:,D,"25,048",,,,,,,,,,,
1491,MI,Michigan,7,H2MI07073,,Ken,Proctor,"Proctor, Ken",,LIB,*,,,,"4,531",2.03%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1492,MI,Michigan,7,H4MI07186 ,,David,Swartout,"Swartout, David",,NPA,,,,,"4,369",1.95%,,,,,,
1493,MI,Michigan,7,H4MI07202,,Rick,Strawcutter,"Strawcutter, Rick",,UST,*,,,,"3,138",1.40%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1494,MI,Michigan,7,n/a,,,,,District Votes:,,"73,028",,,,"223,685",,,,,,,
1495,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1496,MI,Michigan,8,H4MI08135 ,,Mike,Bishop,"Bishop, Mike",,R,"35,422",60.26%,,,"132,739",54.60%,,,,,W,
1497,MI,Michigan,8,H8MI09050,,Tom,McMillin,"McMillin, Tom",,R,"23,358",39.74%,,,,,,,,,,
1498,MI,Michigan,8,n/a,,,,,Party Votes:,R,"58,780",,,,,,,,,,,
1499,MI,Michigan,8,H4MI05149,,Eric,Schertzing,"Schertzing, Eric",,D,"13,535",42.81%,,,"102,269",42.06%,,,,,,
1500,MI,Michigan,8,H4MI08119,,Susan,Grettenberger,"Grettenberger, Susan",,D,"11,921",37.71%,,,,,,,,,,
1501,MI,Michigan,8,H4MI08143,,Ken,Darga,"Darga, Ken",,D,"3,103",9.82%,,,,,,,,,,
1502,MI,Michigan,8,H4MI08150,,Jeffrey ,Hank,"Hank, Jeffrey ",,D,"3,054",9.66%,,,,,,,,,,
1503,MI,Michigan,8,n/a,,,,,Party Votes:,D,"31,613",,,,,,,,,,,
1504,MI,Michigan,8,H4MI08168,,"James, II",Weeks,"Weeks, James, II",,LIB,*,,,,"4,557",1.87%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1505,MI,Michigan,8,H4MI08176 ,,Jim,Casha,"Casha, Jim",,GRE,*,,,,"1,880",0.77%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1506,MI,Michigan,8,H4MI08101,,Jeremy,Burgess,"Burgess, Jeremy",,NLP,*,,,,"1,680",0.69%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1507,MI,Michigan,8,n/a,,,,,District Votes:,,"90,393",,,,"243,125",,,,,,,
1508,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1509,MI,Michigan,9,H2MI17023 ,(I),Sander,Levin,"Levin, Sander",,D,"40,877",100.00%,,,"136,342",60.39%,,,,,W,
1510,MI,Michigan,9,n/a,,,,,Party Votes:,D,"40,877",,,,,,,,,,,
1511,MI,Michigan,9,H4MI09075,,George,Brikho,"Brikho, George",,R,"30,678",100.00%,,,"81,470",36.09%,,,,,,
1512,MI,Michigan,9,n/a,,,,,Party Votes:,R,"30,678",,,,,,,,,,,
1513,MI,Michigan,9,H4MI09083,,Gregory,Creswell,"Creswell, Gregory",,LIB,*,,,,"4,792",2.12%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1514,MI,Michigan,9,H4MI09091,,John V.,McDermott,"McDermott, John V.",,GRE,*,,,,"3,153",1.40%,,,,,,"* The Green Party nominated by convention on June 8, 2014, the Libertarian Party nominated by convention on May 17, 2014, the Natural Law Party nominated by convention on July 30, 2014, and the U.S. Taxpayers Party nominated by convention on June 28, 2014.  Convention nominees are noted with an asterisk."
1515,MI,Michigan,9,n/a,,,,,District Votes:,,"71,555",,,,"225,757",,,,,,,
1516,MI,Michigan,,n/a,,,,,,,,,,,,,,,,,,
1517,MI,Michigan,10,H6MI12181,(I),Candice S.,Miller,"Miller, Candice S.",,R,"55,272",100.00%,,,"157,069",68.68%,,,,,W,
