STATE ABBREVIATION,DISTRICT,INCUMBENT INDICATOR,NAME,PARTY,PRIMARY RESULTS,RUNOFF RESULTS,GENERAL ,COMBINED PARTIES
NY,8,,"Wentzel, Dan",GRN,Unopposed,,"4,765",
NY,8,,"Kresky, Harry",IDP,Unopposed,,"1,025",
NY,8,,"Nadler, Jerrold L.",L,Unopposed,,"3,613",
NY,8,,"Henry, Marian S.",R,Unopposed,,"27,057",
NY,8,,"Nadler, Jerrold L.",WF,Unopposed,,"6,724",
NY,9,,"Dear, Noach",C,Unopposed,,"4,783",
NY,9,,"Dear, Noach",Combined,,,,0
NY,9,(I),"Weiner, Anthony D.",Combined,,,,"96,348"
NY,9,,"Dear, Noach",D,"8,847",,,
NY,9,,"Weiner, Anthony D.",D,"24,895",,"96,348",
NY,9,,"Weiner, Anthony D.",L,Unopposed,,"2,635",
NY,9,,"Dear, Noach",R,Unopposed,,"40,866",
NY,10,,"Johnson, Ernest",C,Unopposed,,802,
NY,10,(I),"Towns, Edolphus",Combined,,,,"118,812"
NY,10,,"Ford, Barry D.",D,"19,040",,,
NY,10,,"Towns, Edolphus",D,"25,735",,"118,812",
NY,10,,"Towns, Edolphus",L,Unopposed,,"1,888",
NY,10,,"Brown, Ernestine M.",R,Unopposed,,"6,852",
NY,10,,"Ford, Barry",WF,Unopposed,,"5,530",
NY,11,,"Gore, Cartrell",C,Unopposed,,962,
NY,11,,"Cleary, Susan",Combined,,,,0
NY,11,(I),"Owens, Major R.",Combined,,,,"105,321"
NY,11,,"Clarke, Una S.T.",D,"21,769",,,
NY,11,,"Owens, Major R.",D,"25,962",,"105,321",
NY,11,,"Clarke, Una S.T.",L,Unopposed,,"7,366",
NY,11,,"Cleary, Susan",R,Unopposed,,"7,088",
NY,11,,"Cleary, Susan",SC,,,"1,318",
NY,11,,"Owens, Major R.",WF,Unopposed,,"6,729",
NY,12,,"Estevez, Caesar",C,Unopposed,,850,
NY,12,(I),"Velazquez, Nydia M.",Combined,,,,"81,699"
NY,12,,"Rosario, Mildred",D,"4,713",,,
NY,12,,"Velazquez, Nydia M.",D,"15,894",,"81,699",
NY,12,,"Markgraf, Rosemary",R,Unopposed,,"10,052",
NY,12,,"Rosario, Mildred",RTL,Unopposed,,865,
NY,12,,"Pederson, Paul",SWP,,,"1,025",
NY,12,,"Velazquez, Nydia M.",WF,Unopposed,,"4,589",
NY,13,,"Fossella, Vito J.",C,Unopposed,,"9,295",
NY,13,(I),"Fossella, Vito J.",Combined,,,,"55,763"
NY,13,,"Johnstone, Katina M.",Combined,,,,"55,763"
NY,13,,"Lerman, Anita",Combined,,,,"57,114"
NY,13,,"Johnstone, Katina M.",D,Unopposed,,"55,763",
NY,13,,"Lerman, Anita",GRN,Unopposed,,"1,351",
NY,13,,"Lerman, Anita",IDP,Unopposed,,"1,302",
NY,13,,"Fossella, Vito J.",R,Unopposed,,"95,696",
NY,13,,"Fossella, Vito J.",RTL,Unopposed,,"4,815",
NY,13,,"Johnstone, Katina M.",WF,Unopposed,,"1,840",
NY,14,(I),"Maloney, Carolyn B.",Combined,,,,"148,678"
NY,14,,"Maloney, Carolyn B.",D,Unopposed,,"143,809",
NY,14,,"Stevens, Sandra",GRN,Unopposed,,"4,869",
NY,14,,"Newman, Frederick D.",IDP,Unopposed,,"1,946",
NY,14,,"Maloney, Carolyn B.",L,Unopposed,,"4,271",
NY,14,,"Rhodes, C. Adrienne",R,Unopposed,,"45,453",
NY,15,,"Valle, Frank Della",C,Unopposed,,492,
NY,15,(I),"Rangel, Charles B.",Combined,,,,"124,415"
NY,15,,"Suero, Jose Augustin",Combined,,,,"124,895"
NY,15,,"Rangel, Charles B.",D,"33,526",,"124,415",
NY,15,,"Vargas, Ruben D.",D,"7,136",,,
NY,15,,"Loren, Dean",GRN,Unopposed,,"2,134",
NY,15,,"Fields, Jessie A.",IDP,Unopposed,,"1,051",
NY,15,,"Rangel, Charles B.",L,Unopposed,,"1,833",
NY,15,,"Jeffery, Scott A.",LBT,,,480,
NY,15,,"Suero, Jose Augustin",R,Unopposed,,"6,906",
NY,15,,"Suero, Jose Augustin",REF,,,440,
NY,15,,"Rangel, Charles B.",WF,Unopposed,,"3,913",
NY,16,,"Retcho, Richard",C,Unopposed,,571,
NY,16,(I),"Serrano, Jose E.",Combined,,,,"103,041"
NY,16,,"Serrano, Jose E.",D,Unopposed,,"100,891",
NY,16,,"Serrano, Jose E.",L,Unopposed,,"2,150",
NY,16,,"Justice, Aaron",R,Unopposed,,"3,934",
NY,17,,"McManus, Patrick",C,Unopposed,,"1,688",
NY,17,(I),"Engel, Eliot L.",Combined,,,,"112,748"
NY,17,,"McManus, Patrick",Combined,,,,"112,748"
NY,17,,"Engel, Eliot L.",D,"24,159",,"112,748",
NY,17,,"Seabrook, Larry B.",D,"19,629",,,
NY,17,,"Zayas, Sonny A.",D,"4,115",,,
NY,17,,"Engel, Eliot L.",L,Unopposed,,"2,345",
NY,17,,"McManus, Patrick",R,Unopposed,,"11,513",
NY,17,,Scattered,W(D),1,,,
NY,18,,"Vonglis, John G.",C,Unopposed,,"5,099",
NY,18,,"Vonglis, John G.",Combined,,,,"179,801"
NY,18,(I),"Lowey, Nita M.",D,Unopposed,,"126,878",
NY,18,,"Vonglis, John G.",R,Unopposed,,"52,923",
NY,18,,"OÍGrady, Florence T.",RTL,Unopposed,,"3,747",
NY,19,,"Kelly, Sue W.",C,Unopposed,,"11,569",
NY,19,,"Graham, Larry Otis",Combined,,,,"82,082"
NY,19,(I),"Kelly, Sue W.",Combined,,,,"82,082"
NY,19,,"Graham, Larry Otis",D,Unopposed,,"82,082",
NY,19,,"Dubovy, Joseph L.",GRN,15,,,
NY,19,,"Jacobs, Mark R.",GRN,25,,"3,662",
NY,19,,"Graham, Larry Otis",L,Unopposed,,"2,016",
NY,19,,"Kelly, Sue W.",R,Unopposed,,"133,963",
NY,19,,"Lloyd, Frank X.",RTL,Unopposed,,"4,086",
NY,19,,"Graham, Larry Otis",WF,Unopposed,,"1,773",
NY,20,,"Feiner, Paul J.",Combined,,,,"228,592"
NY,20,,"Feiner, Paul J.",D,Unopposed,,"87,602",
NY,20,,"Feiner, Paul J.",GRN,Unopposed,,"2,910",
NY,20,,"Feiner, Paul J.",L,Unopposed,,"2,064",
NY,20,(I),"Gilman, Benjamin A.",R,Unopposed,,"136,016",
NY,20,,"Tighe, Christine M.",RTL,Unopposed,,"5,371",
NY,20,,"Feiner, Paul J.",WF,Unopposed,,"2,070",
NY,21,,"McNulty, Michael R.",C,Unopposed,,"8,435",
NY,21,(I),"McNulty, Michael R.",Combined,,,,"1,276,515"
NY,21,,"McNulty, Michael R.",D,Unopposed,,"157,773",
NY,21,,"McNulty, Michael R.",IDP,Unopposed,,"9,131",
NY,21,,"Pillsworth, Thomas G.",R,Unopposed,,"60,333",
NY,22,,"Sweeney, John E.",C,Unopposed,,"13,371",
NY,22,,"McCallion, Kenneth F.",Combined,,,,"77,445"
NY,22,(I),"Sweeney, John E.",Combined,,,,"77,445"
NY,22,,"McCallion, Kenneth F.",D,Unopposed,,"72,640",
NY,22,,"McCallion, Kenneth F.",GRN,Unopposed,,"4,805",
NY,22,,"Sweeney, John E.",R,Unopposed,,"153,997",
NY,22,,"McCallion, Kenneth F.",WF,Unopposed,,"1,666",
NY,23,,"Vickers, David B.",C,Unopposed,,"35,245",
NY,23,(I),"Boehlert, Sherwood L.",Combined,,,,"38,049"
NY,23,,"Vickers, David B.",Combined,,,,"51,547"
NY,23,,"Englebrecht, Richard W.",D,Unopposed,,"38,049",
NY,23,,"Boehlert, Sherwood L.",IDP,Unopposed,,"13,498",
NY,23,,"Boehlert, Sherwood L.",R,"15,269",,"110,634",
NY,23,,"Vickers, David B.",R,"11,382",,,
NY,23,,"Vickers, David B.",RTL,Unopposed,,"7,609",
NY,23,,Scattered,W(R),3,,,
NY,24,,"McHugh, John M.",C,Unopposed,,"9,809",
NY,24,(I),"McHugh, John M.",Combined,,,,0
NY,24,,"Smith, Willard E.",Combined,,,,0
NY,24,,"Tallon, Neil P.",Combined,,,,"106,252"
NY,24,,"Tallon, Neil P.",D,Unopposed,,"41,719",
NY,24,,"Smith, Willard E.",IDP,Unopposed,,"3,236",
NY,24,,"McHugh, John M.",R,Unopposed,,"128,513",
NY,24,,"Connett, Ellen M.",W(GRN),2,,,
NY,24,,"Hammill, Terrence M.",W(GRN),1,,,
NY,24,,"Hassig, Donald",W(GRN),1,,,
NY,24,,"Kuntz, William",W(GRN),5,,,
NY,24,,"Smith, Willard E.",W(GRN)/GRN,9,,"1,931",
NY,24,,"Tallon, Neil P.",W(WF)/WF,3,,979,
NY,25,,"Walsh, James T.",C,Unopposed,,"9,248",
NY,25,(I),"Walsh, James T.",Combined,,,,"78,875"
NY,25,,"Gavin, Francis J.",D,Unopposed,,"64,533",
NY,25,,"Hawkins, Howie",GRN,Unopposed,,"3,830",
NY,25,,"Walsh, James T.",IDP,Unopposed,,"10,512",
NY,25,,"Walsh, James T.",R,Unopposed,,"132,120",
NY,26,,"Moppert, Bob",C,Unopposed,,"5,753",
NY,26,(I),"Hinchey, Maurice D.",Combined,,,,"135,128"
NY,26,,"Moppert, Bob",Combined,,,,"131,740"
NY,26,,"Hinchey, Maurice D.",D,Unopposed,,"124,862",
NY,26,,"Hinchey, Maurice D.",IDP,Unopposed,,"6,878",
NY,26,,"Hinchey, Maurice D.",L,Unopposed,,"3,388",
NY,26,,"Moppert, Bob",R,Unopposed,,"78,103",
NY,26,,"Laux, Paul J.",RTL,Unopposed,,"2,328",
NY,26,,"Hinchey, Maurice D.",WF,Unopposed,,"5,267",
NY,27,,"Reynolds, Thomas M.",C,Unopposed,,"13,683",
NY,27,(I),"Reynolds, Thomas M.",Combined,,,,"213,881"
NY,27,,"Pecoraro, Thomas W.",D,Unopposed,,"69,870",
NY,27,,"Reynolds, Thomas M.",R,Unopposed,,"144,011",
NY,28,,"Johns, Mark C.",C,Unopposed,,"8,097",
NY,28,,"Johns, Mark C.",Combined,,,,"153,980"
NY,28,(I),"Slaughter, Louise M.",D,Unopposed,,"151,688",
NY,28,,"Hawkins, Eve",GRN,38,,"2,292",
NY,28,,"Johns, Mark C.",GRN,17,,,
NY,28,,"Healey, Stephen C.",LBT,,,"1,528",
NY,28,,"Johns, Mark C.",R,Unopposed,,"67,251",
NY,29,,"Sommer, Brett M.",C,Unopposed,,"7,144",
NY,29,(I),"LaFalce, John J.",Combined,,,,"123,584"
NY,29,,"Sommer, Brett M.",Combined,,,,"128,328"
NY,29,,"LaFalce, John J.",D,Unopposed,,"115,685",
NY,29,,"LaFalce, John J.",IDP,Unopposed,,"7,899",
NY,29,,"LaFalce, John J.",L,Unopposed,,"4,744",
NY,29,,"Sommer, Brett M.",R,Unopposed,,"68,958",
NY,29,,"Sommer, Brett M.",RTL,Unopposed,,"5,057",
NY,30,,"Quinn, Jack",C,Unopposed,,"10,604",
NY,30,,"Fee, John",Combined,,,,"87,242"
NY,30,(I),"Quinn, Jack",Combined,,,,"78,497"
NY,30,,"Fee, John",D,Unopposed,,"62,378",
NY,30,,"Quinn, Jack",IDP,335,,"14,210",
NY,30,,"Fee, John",L,Unopposed,,"1,909",
NY,30,,"Quinn, Jack",R,Unopposed,,"113,638",
NY,30,,"Fee, John",W(GRN)/GRN,3,,"1,679",
NY,30,,"Fee, John",W(IDP),16,,,
NY,30,,"Fee, John",WF,Unopposed,,"1,853",
NY,31,,"Houghton, Amo",C,Unopposed,,"10,654",
NY,31,(I),"Houghton, Amo",Combined,,,,"188,777"
NY,31,,"Peters, Kisun J.",D,Unopposed,,"45,193",
NY,31,,"Houghton, Amo",R,Unopposed,,"143,584",
NC,1,(I),"Clayton, Eva M.",D,Unopposed,,"124,171",
NC,1,,"Delaney, Christopher Sean",LBT,Unopposed,,"2,799",
NC,1,,"Kratzer, Duane E. Jr.",R,"3,371",,"62,198",
NC,1,,"Wiley, Albert L. Jr.",R,"3,096",,,
NC,2,(I),"Etheridge, Bob",D,Unopposed,,"146,733",
NC,2,,"Jackson, Mark Daniel",LBT,Unopposed,,"2,094",
NC,2,,"Haynes, Doug",R,"14,124",,"103,011",
NC,2,,"Heimbach, Dan",R,"8,591",,,
NC,3,,"McNairy, Leigh Harvey",D,Unopposed,,"74,058",
NC,3,,"Russell, David F.",LBT,Unopposed,,"2,457",
NC,3,(I),"Jones, Walter B.",R,Unopposed,,"121,940",
NC,4,(I),"Price, David",D,"56,886",,"200,885",
NC,4,,"Winters, John W. Jr.",D,"6,919",,,
NC,4,,"Towey, C. Brian",LBT,Unopposed,,"5,573",
NC,4,,"Ward, Jess",R,Unopposed,,"119,412",
NC,5,,"LeBoeuf, Steven Francis",LBT,Unopposed,,"13,366",
NC,5,(I),"Burr, Richard M.",R,Unopposed,,"172,489",
NC,6,,"Bentley, Jeffrey Dean",LBT,Unopposed,,"18,726",
NC,6,(I),"Coble, Howard",R,Unopposed,,"195,727",
NC,6,,"Gay, Gene",W,,,632,
NC,7,,"Crow, Randy",D,"4,440",,,
NC,7,(I),"McIntyre, Mike",D,"63,520",,"160,185",
NC,7,,"Burns, Bob",LBT,Unopposed,,"3,018",
NC,7,,"Adams, James R.",R,"12,554",,"66,463",
NC,7,,"Knupp, Howard T.",R,"5,794",,,
NC,8,,"Taylor, Mike",D,Unopposed,,"89,505",
NC,8,,"Schwartz, Jack",LBT,Unopposed,,"2,009",
NC,8,(I),"Hayes, Robert C. (Robin)",R,Unopposed,,"111,950",
NC,9,,"Clement, Jeri",D,"5,661",,,
NC,9,,"Gay, Gene",D,"5,632",,,
NC,9,,"McGuire, Ed",D,"10,443",,"79,382",
NC,9,,"Cole, Christopher S.",LBT,Unopposed,,"2,459",
NC,9,(I),"Myrick, Sue",R,Unopposed,,"181,161",
NC,9,,"Cahaney, James M.",REF,,,"1,218",
NC,10,,"Parker, Delmas",D,Unopposed,,"70,877",
NC,10,,"Eddins, Deborah Garrett",LBT,Unopposed,,"5,599",
NC,10,(I),"Ballenger, T. Cass",R,Unopposed,,"164,182",
NC,11,,"Neill, Sam",D,Unopposed,,"112,234",
NC,11,,"Williams, Charles Barry",LBT,Unopposed,,"7,466",
NC,11,(I),"Taylor, Charles H.",R,Unopposed,,"146,677",
NC,12,(I),"Watt, Mel",D,Unopposed,,"135,570",
NC,12,,"Lyon, Anna",LBT,Unopposed,,"3,978",
NC,12,,"Cosgrove, John",R,"4,629",,,
NC,12,,"Mitchell, Chad",R,"4,734",,"69,596",
NC,12,,"Plyler, Leonard D.",R,"2,195",,,
ND,0,(I),"Pomeroy, Earl",DNL,"35,701",,"151,173",
ND,0,,"Loughead, Kenneth R.",I,,,"2,481",
ND,0,,"Shelver, Jan",I,,,"4,731",
ND,0,,"Dorso, John",R,"36,381",,"127,251",
ND,0,,"Brandenburg, Dana Paul",W,,,22,
ND,1,,"Brandenburg, Dana Paul",REF,140,,,
OH,1,,"Cranley, John",D,"24,181",,"98,328",
OH,1,,"Groshoff, David A.",LBT,129,,"3,399",
OH,1,,"Stevenson, Richard L.",NL,47,,"1,933",
OH,1,(I),"Chabot, Steve",R,"47,509",,"116,768",
OH,2,,"Sanders, Charles W.",D,"20,986",,"64,091",
OH,2,,"Bidwell, Robert E.",LBT,128,,"9,266",
OH,2,(I),"Portman, Rob",R,"92,084",,"204,184",
OH,3,(I),"Hall, Tony P.",D,"43,675",,"177,731",
OH,3,,"Burch, Regina",NL,10,,"36,516",
OH,3,,"Williamitis, Ronald V.",W(LBT),19,,,
OH,3,,"Williamitis, Ronald V.",W(R),34,,,
OH,4,,"Dickman, Daniel L.",D,"27,054",,"67,330",
OH,4,,"Mullinger, Ralph",LBT,45,,"8,278",
OH,4,(I),"Oxley, Michael G.",R,"79,022",,"156,510",
OH,5,,"Edmon, Dannie",D,"30,865",,"62,138",
OH,5,,"Green, John F.",LBT,54,,"5,464",
OH,5,,"Schaffer, David J.",NL,19,,"5,881",
OH,5,(I),"Gillmor, Paul E.",R,"75,057",,"169,857",
OH,6,(I),"Strickland, Ted",D,"42,289",,"138,849",
OH,6,,"MacCutcheon, Kenneth R.",LBT,41,,"4,759",
OH,6,,"Azinger, Mike",R,"36,234",,"96,966",
OH,6,,"Stewart, Jimmy",R,"34,515",,,
OH,7,,"Minor, Donald E.",D,"27,518",,"60,755",
OH,7,,"Mitchel, John",I,,,"13,983",
OH,7,,"Null, Jack D.",LBT,64,,"3,802",
OH,7,(I),"Hobson, Dave",R,"85,654",,"163,646",
OH,7,,"Anastasio, Kara",W(NL),24,,,
OH,8,,"Griffin, John W.",D,"14,126",,,
OH,8,,"Parks, John G.",D,"15,924",,"66,293",
OH,8,,"Shock, David R.",LBT,151,,"7,254",
OH,8,(I),"Boehner, John A.",R,"84,245",,"179,756",
OH,9,(I),"Kaptur, Marcy",D,"42,403",,"168,547",
OH,9,,"Fries, Galen",LBT,94,,"4,239",
OH,9,,"Slotnick, Dennis",NL,29,,"3,096",
OH,9,,"Bryan, Dwight E.",R,"32,903",,"49,446",
OH,10,(I),"Kucinich, Dennis J.",D,"56,781",,"167,093",
OH,10,,"Smith, C. River",D,"4,145",,,
OH,10,,"Petrie, Ron",LBT,59,,"6,761",
OH,10,,"Smith, Bill",R,"36,445",,"48,940",
OH,10,,"Reed, Robert A. III",W(D),2,,,
OH,10,,"Blondin, Chris",W(R),14,,,
OH,11,,"Henley, Gerald C.",D,"6,286",,,
OH,11,(I),"Jones, Stephanie Tubbs",D,"67,680",,"166,691",
OH,11,,"Turner, Joel C.",LBT,44,,"4,289",
OH,11,,"Glavina, Sonja K.",NL,10,,"3,555",
OH,11,,"Sykora, James J.",W(R)/R,50,,"22,324",
OH,12,,"Applegate, Ralph A.",D,"2,513",,,
OH,12,,"Brown, Edward S.",D,"4,906",,,
OH,12,,"OÍShaughnessy, Maryellen",D,"27,032",,"115,432",
OH,12,,"Jordan, Charles",I,,,"1,566",
OH,12,,"Hogan, Nick",LBT,165,,"4,546",
OH,12,,"Richey, Gregory B.",NL,40,,"2,600",
OH,12,,"Tiberi, Pat",R,"57,548",,"139,242",
OH,12,,"Watts, Eugene",R,"16,331",,,
OH,12,,"Whisler, Ramona",R,"3,481",,,
OH,12,,"Zukowski, Andrew G.",R,"1,469",,,
OH,13,(I),"Brown, Sherrod",D,"50,765",,"170,058",
OH,13,,"Chmura, Michael A.",LBT,82,,"5,837",
OH,13,,"Kluter, David C.",NL,27,,"3,108",
OH,13,,"Jeric, Rick H.",R,"51,278",,"84,295",
OH,14,(I),"Sawyer, Thomas C.",D,"48,418",,"149,184",
OH,14,,"McDaniel, William C. Jr.",LBT,74,,"5,603",
OH,14,,"Keith, Walter P.",NL,15,,"3,869",
OH,14,,"Hrubik, James C.",R,"18,536",,,
OH,14,,"Wood, Rick",R,"25,386",,"71,432",
OH,15,,"Buckel, Bill",D,"20,241",,"64,805",
OH,15,,"Smith, Scott T.",LBT,180,,"10,700",
OH,15,,"Lortz, Craig",R,"8,400",,,
OH,15,(I),"Pryce, Deborah",R,"61,931",,"156,792",
OH,16,,"Smith, William",D,"42,714",,"62,709",
OH,16,,"Shetler, Richard L.",LBT,50,,"6,166",
OH,16,,"Graef, Brad",NL,28,,"3,231",
OH,16,(I),"Regula, Ralph",R,"77,101",,"162,294",
OH,16,,"Rodd, Earl Martin",W(D),4,,,
OH,17,,"Doutt, Christopher C.",D,"1,988",,,
OH,17,,"Hagan, Robert F.",D,"40,079",,,
OH,17,,"Tablack, George J.",D,"16,203",,,
OH,17,(I),"Traficant, James A.",D,"59,415",,"120,333",
OH,17,,"DÍApolito, Lou",I,,,"9,568",
OH,17,,"Walter, Randy D.",I,,,"51,793",
OH,17,,"Norris, Milton R.",LBT,29,,"1,278",
OH,17,,"McCoy, Carol Ann",NL,10,,"3,154",
OH,17,,"Alberty, Paul H.",R,"21,630",,"54,751",
OH,17,,"Williams, Lyle",R,"19,684",,,
OH,18,,"Guthrie, Marc D.",D,"54,232",,"79,232",
OH,18,,"Bargar, John R. Sr.",LBT,30,,"4,948",
OH,18,(I),"Ney, Bob",R,"59,911",,"152,325",
OH,19,,"Blanchard, Dale Virgil",D,"38,741",,"70,429",
OH,19,,"Stone, Sid",LBT,79,,"6,957",
OH,19,(I),"LaTourette, Steven C.",R,"61,133",,"174,262",
OK,1,,"Krymski, John",D,"6,629",,,
OK,1,,"Lowe, Dan",D,"25,985",,"58,493",
OK,1,,"Clem, Michael A.",LBT,Unopposed,,"2,984",
OK,1,(I),"Largent, Steve",R,"38,206",,"138,528",
OK,1,,"Rogers, Evelyn L.",R,"5,355",,,
OK,2,,"Carson, Brad",D,"39,837","35,410","107,273",
OK,2,,"Settle, Bill",D,"34,964","26,981",,
OK,2,,"Wilson, James R.",D,"13,949",,,
OK,2,,"Mavis, Neil",LBT,Unopposed,,"6,467",
OK,2,,"Detro, Mark",R,197,,,
OK,2,,"Ewing, Andy",R,"16,639",,"81,672",
OK,2,,"Gorham, Terry",R,468,,,
OK,2,,"Money, Steve",R,"1,639",,,
OK,2,,"Rogers, Tennie",R,266,,,
OK,2,,"Ross, Jack",R,"7,758",,,
OK,2,,"Troutt, Eric",R,815,,,
OK,3,,"Yandell, Argus W. Jr.",I,,,"14,660",
OK,3,,"White, R.C. Sevier",LBT,Unopposed,,"6,730",
OK,3,(I),"Watkins, Wes",R,Unopposed,,"137,826",
OK,4,,"Weatherford, Larry",D,Unopposed,,"54,808",
OK,4,,"Johnson, Keith B.",LBT,Unopposed,,"1,979",
OK,4,,"Odom, James",R,"5,163",,,
OK,4,(I),"Watts, J.C. Jr.",R,"21,960",,"114,000",
OK,4,,"Ducey, Susan",REF,Unopposed,,"4,897",
OK,5,,"McWatters, Garland",D,Unopposed,,"53,275",
OK,5,,"Maguire, Bill",I,,,"5,930",
OK,5,,"Murphy, Robert T.",LBT,Unopposed,,"2,658",
OK,5,,"Hillian, Phillip A.",R,"7,179",,,
OK,5,(I),"Istook, Ernest",R,"39,976",,"134,159",
OK,6,,"Beutler, Randy",D,"33,771",,"63,106",
OK,6,,"Mooneyham, Bob",D,"15,173",,,
OK,6,,"Cristiano, Joseph V.",LBT,Unopposed,,"2,435",
OK,6,(I),"Lucas, Frank D.",R,Unopposed,,"95,635",
OR,1,(I),"Wu, David",D,"61,578",,"176,902",
OR,1,,"King, Beth A.",LBT,,,"10,858",
OR,1,,"Schlenker, Alice L.",R,"22,893",,,
OR,1,,"Starr, Charles",R,"36,779",,"115,303",
OR,1,,Scattered,W,,,458,
OR,1,,Scattered,W(D),459,,,
OR,1,,Scattered,W(R),204,,,
OR,2,,"Ponsford, Walter",D,"46,145",,"78,101",
OR,2,(I),"Walden, Greg",R,"79,985",,"220,086",
OR,2,,Scattered,W,,,720,
OR,2,,Scattered,W(D),"1,478",,,
OR,2,,Scattered,W(R),506,,,
OR,3,(I),"Blumenauer, Earl",D,"70,388",,"181,049",
OR,3,,"Sweeney, John",D,"9,237",,,
OR,3,,"Knight, Bruce Alexander",LBT,,,"4,942",
OR,3,,"Arrow, Tre",PG,,,"15,763",
OR,3,,"Pollock, Jeffery L.",R,"24,609",,"64,128",
OR,3,,"Brown, Walter F. (Walt)",SOC,,,"4,703",
OR,3,,Scattered,W,,,576,
OR,3,,Scattered,W(D),277,,,
OR,3,,Scattered,W(R),712,,,
OR,4,(I),"DeFazio, Peter A.",D,"78,361",,"197,998",
OR,4,,"Lindsey, John",R,"36,725",,"88,950",
OR,4,,"Robinson, Wendell",R,"16,704",,,
OR,4,,"Duemler, David",SOC,,,"3,696",
OR,4,,Scattered,W,,,421,
OR,4,,Scattered,W(D),465,,,
OR,4,,Miscellaneous,W(R),525,,,
OR,5,(I),"Hooley, Darlene",D,"58,866",,"156,315",
OR,5,,"Boquist, Brian J.",R,"35,450",,"118,631",
OR,5,,"Hill, Aaron J.",R,"18,754",,,
OR,5,,Scattered,W,,,402,
OR,5,,Scattered,W(D),623,,,
OR,5,,Scattered,W(R),374,,,
PA,1,(I),"Brady, Robert A.",D,"28,333",,"149,621",
PA,1,,"Carn, Andrew J.",D,"6,346",,,
PA,1,,"Hannah, Timothy",D,"1,943",,,
PA,1,,"Kush, Steven N.",R,"4,585",,"19,920",
PA,2,(I),"Fattah, Chaka",D,"46,582",,"180,021",
PA,2,,"Krawchuk, Kenneth V.",LBT,,,"3,673",
PA,3,(I),"Borski, Robert A.",D,"25,439",,"130,528",
PA,3,,"Dougherty, Charles F.",R,"9,945",,"59,343",
PA,4,,"Bellissimo, Joe",D,"6,318",,,
PA,4,,"Hart, Royal",D,"5,519",,,
PA,4,,"Hodge, Jerry",D,"9,022",,,
PA,4,,"Machek, Jack",D,"6,680",,,
PA,4,,"Mangino, Matthew T.",D,"9,580",,,
PA,4,,"Rooker, Jim",D,"8,226",,,
PA,4,,"Schmitt, Jim",D,"2,921",,,
PA,4,,"Van Horne, Terry E.",D,"14,862",,"100,995",
PA,4,,"Hart, Melissa",R,"24,142",,"145,390",
PA,4,,Scattered,W(D),57,,,
PA,4,,Scattered,W(R),290,,,
PA,4,,Scattered,W,,,82,
PA,5,,"Belitskus, William M.",GRN,,,"13,857",
PA,5,,"Martin, Thomas A.",LBT,,,"11,020",
PA,5,(I),"Peterson, John E.",R,"34,482",,"147,570",
PA,5,,Scattered,W,,,,
PA,5,,Scattered,W(D),453,,,
PA,5,,Scattered,W(R),33,,,
PA,5,,Scattered,W,,,70,
PA,6,(I),"Holden, Tim",D,"21,610",,"140,084",
PA,6,,"Kopel, Thomas G.",R,"19,861",,"71,227",
PA,6,,Scattered,W,,,,
PA,6,,Scattered,W,,,2,
PA,7,,"Lennon, Peter A.",D,"10,785",,"93,687",
PA,7,(I),"Weldon, Curt",R,"44,672",,"172,569",
PA,8,,"Strouse, Ronald L.",D,"13,591",,"100,617",
PA,8,(I),"Greenwood, Jim",R,"25,170",,"154,090",
PA,8,,"Lingenfelter, Tom",R,"12,278",,,
PA,8,,"Holmen, Philip C.",REF,,,"5,394",
PA,8,,Scattered,W,,,,
PA,8,,Scattered,W(D),27,,,
PA,8,,Scattered,W(R),10,,,
PA,8,,Scattered,W,,,609,
PA,9,(I),"Shuster, Bud",D/R,"37,252",,"184,401",
PA,9,,Scattered,W,,,,
PA,9,,Scattered,W(D),399,,,
PA,9,,"Shuster, Bud",W(D),"1,180",,,
PA,9,,Scattered,W(R),153,,,
PA,9,,Scattered,W,,,"1,065",
PA,10,,"Casey, Pat",D,"24,210",,"112,580",
PA,10,,"McHale, Francis",D,"5,196",,,
PA,10,(I),"Sherwood, Don",R,"33,933",,"124,830",
PA,10,,Scattered,W,,,,
PA,10,,Scattered,W(D),61,,,
PA,10,,Scattered,W(R),75,,,
PA,10,,Scattered,W,,,25,
PA,11,(I),"Kanjorski, Paul E.",D,"27,985",,"131,948",
PA,11,,"Urban, Stephen A.",R,"15,520",,"66,699",
PA,11,,Scattered,W,,,,
PA,11,,Scattered,W(D),20,,,
PA,11,,Scattered,W(R),27,,,
PA,11,,Scattered,W,,,18,
PA,12,(I),"Murtha, John P.",D,"40,484",,"145,538",
PA,12,,"Choby, Bill",R,"23,630",,"56,575",
PA,12,,"OÍNeil, James N.",REF,,,"3,324",
PA,12,,Scattered,W,,,,
PA,12,,Scattered,W(D),50,,,
PA,12,,Scattered,W(R),69,,,
PA,12,,Scattered,W,,,11,
PA,13,(I),"Hoeffel, Joseph M.",D,"20,749",,"146,026",
PA,13,,"Cavanaugh, Ken",LBT,,,"4,224",
PA,13,,"Coffey, John",R,"18,427",,,
PA,13,,"Greenleaf, Stewart J.",R,"24,623",,"126,501",
PA,14,(I),"Coyne, William J.",D,"44,187",,"147,533",
PA,14,,Scattered,W,,,,
PA,14,,Scattered,W(D),24,,,
PA,14,,Scattered,W(R),61,,,
